,volume,center_x,center_y,min_x,min_y,max_x,max_y,transcript_count,num_detected_genes,barcodeCount,mouse_id,slide_id,cohort,age,batch,celltype,region,subregion,bbox_area,n_genes_by_counts,total_counts,stGP_domain,clusterlabel,slingPseudotime_1,slingCurveWeight_1
3615378903940100494-97,1162.7576714021002,10567.646851422489,5863.970392331045,10561.532078640908,5857.011133516752,10575.541450429031,5869.842402756193,122,47,121.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,179.7580212888332,25,42.0,3,3,6.729291591638901,1.0
3615378903940100497-97,2052.047816984798,10231.966294077927,5870.06853063053,10222.34543497488,5861.173881505842,10241.7871479013,5877.972440654573,682,115,681.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,326.592764547094,70,358.0,4,4,1.4783976515845825,1.0
3615378903940100499-97,1149.2749920591164,10257.991830864665,5867.782367418351,10250.702727884463,5861.732979857237,10264.224200615252,5874.541475925658,348,86,347.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,173.18973031156472,45,145.0,1,1,12.763567451654025,1.0
3615378903940100524-97,1138.2991589217772,10648.5955695075,5887.903201749459,10643.472736280197,5880.724081860163,10653.701700564314,5895.258878570059,317,74,317.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,148.6759164224268,43,141.0,4,4,5.246009924239311,1.0
3615378903940100526-97,2715.433878732225,10635.93169439808,5890.9102214804525,10627.233558217244,5881.892730449001,10644.95378432465,5900.954276848429,863,120,862.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,337.7749121546994,70,342.0,4,4,0.42143086787115625,1.0
3615378903940100541-97,699.7197801848648,10437.13071932654,5894.360101736588,10432.33697159691,5889.038903358755,10443.405684778923,5898.928020236762,353,97,351.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,109.45979834606833,61,187.0,4,4,4.62813325140757,1.0
3615378903940100582-97,685.4322055006533,10507.566553624392,5921.251567949884,10503.242591745438,5915.912362667789,10511.924121022546,5925.943790247859,339,90,339.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,87.08813222756757,52,127.0,4,4,4.945721261977513,1.0
3615378903940100605-97,2489.660326353408,10353.232599405766,5944.730303374045,10342.770907818622,5935.627829219825,10362.144168016106,5955.623601179364,656,106,656.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,387.38329302172053,63,284.0,1,1,12.235246566959294,1.0
3615378903940100645-97,3289.1871627614705,10516.684607936992,5969.701199511663,10505.58152147262,5960.299882800877,10528.956398287277,5978.323223981551,702,125,701.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,421.2933798867712,81,339.0,4,4,4.474174304603977,1.0
3615378903940100655-97,1725.1531263666127,10389.120804694694,5975.103244964653,10381.320561017706,5967.814133506906,10397.9693850902,5982.109150324509,335,77,334.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,237.99522010961414,47,152.0,3,3,12.57369865959723,1.0
3615378903940100678-97,2804.741432906546,10613.839537679409,5989.895222446567,10604.08229153002,5980.49679049167,10622.362789950696,6001.008946001614,909,116,907.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,374.97242640419097,70,331.0,3,3,6.665692101457343,1.0
3615378903940200245-97,494.5825613123719,10685.802915263665,5839.097073112788,10682.537424465429,5834.912523457525,10689.77942676453,5844.1735449917405,185,60,185.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,67.06833924281273,36,109.0,4,4,4.1235857175174315,1.0
3615378903940200366-97,453.60379515210894,10569.795490263748,5965.917535345186,10566.265065924375,5961.985417328099,10573.191341706515,5970.3893157583925,184,56,184.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,58.207718173303284,36,93.0,3,3,6.108032285591641,1.0
3615378903950100023-97,2402.6546484482124,11048.146612210898,5562.756103084239,11038.394820879252,5554.434775374583,11057.27365248304,5571.165970234251,387,75,384.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,315.86541028583645,47,174.0,3,3,9.31643009193158,1.0
3615378903950100027-97,1791.3984172909516,10748.40201372071,5566.164135632061,10740.855642333172,5556.984368863302,10756.496532390684,5574.515750884155,227,57,224.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,274.206418744397,33,83.0,3,3,6.877583202685689,1.0
